Bo'lim,Yaponcha,O'qilishi (kana),Romaji,O'zbekcha tarjima,English (manba),Misol gap
第３課 私の目標,相談・する,そうだん・する,soudan-suru,maslahatlashmoq,"consult with, ask someone's advice",計画通りに相談を行いました。 (Rejaga muvofiq maslahatlashmoqni amalga oshirdik.)
第３課 私の目標,確認・する,かくにん・する,kakunin-suru,tekshirib tasdiqlamoq,"confirm, check",計画通りに確認を行いました。 (Rejaga muvofiq tekshirib tasdiqlamoqni amalga oshirdik.)
第３課 私の目標,笑顔,えがお,egao,"tabassum, kulib turish",smile,笑顔の大切さを改めて実感しました。 (tabassumning muhimligini yana bir bor his qildim.)
第３課 私の目標,答え,こたえ,kotae,javob,"answer, response",答えの大切さを改めて実感しました。 (javobning muhimligini yana bir bor his qildim.)
第３課 私の目標,経営・する,けいえい・する,keiei-suru,boshqarmoq (biznes),manage (a business),計画通りに経営を行いました。 (Rejaga muvofiq boshqarmoqni amalga oshirdik.)
第３課 私の目標,経済,けいざい,keizai,iqtisodiyot,"economics, economy",経済の大切さを改めて実感しました。 (iqtisodiyotning muhimligini yana bir bor his qildim.)
第３課 私の目標,給料,きゅうりょう,kyuuryou,"maosh, oylik",salary,給料の大切さを改めて実感しました。 (maoshning muhimligini yana bir bor his qildim.)
第３課 私の目標,続ける,つづける,tsuzukeru,davom ettirmoq,continue,毎日しっかりと続けるように努力しています。 (Har kuni astoydil davom ettirmoqga intilaman.)
第３課 私の目標,翻訳・する,ほんやく・する,hon'yaku-suru,tarjima qilmoq (yozma),translate,計画通りに翻訳を行いました。 (Rejaga muvofiq tarjima qilmoqni amalga oshirdik.)
第３課 私の目標,考える,かんがえる,kangaeru,"o'ylamoq, fikr yuritmoq",think about,毎日しっかりと考えるように努力しています。 (Har kuni astoydil o'ylamoqga intilaman.)
第３課 私の目標,聴解,ちょうかい,choukai,tinglab tushunish (tinglash mashqi),stening comprehension,聴解の大切さを改めて実感しました。 (tinglab tushunishning muhimligini yana bir bor his qildim.)
第３課 私の目標,自分の店を開く。,じぶんのみせをひらく。,jibunnomiseohiraku,O'z do'konini ochadi.,open your own store,自分の店を開く。 (O'z do'konini ochadi.)
第３課 私の目標,見学・する,けんがく・する,kengaku-suru,"borib ko'rmoq, kuzatmoq","tour, observe",計画通りに見学を行いました。 (Rejaga muvofiq borib ko'rmoqni amalga oshirdik.)
第３課 私の目標,見学会,けんがくかい,kengakukai,"tanishtiruv tashrifi, ochiq eshiklar kuni",observation tour,見学会の大切さを改めて実感しました。 (tanishtiruv tashrifining muhimligini yana bir bor his qildim.)
第３課 私の目標,試験,しけん,shiken',"imtihon, sinov",examination,試験の大切さを改めて実感しました。 (imtihonning muhimligini yana bir bor his qildim.)
第３課 私の目標,説明会,せつめいかい,setsumeikai,tushuntirish yig'ilishi (taqdimot),explanatory meeting,説明会の大切さを改めて実感しました。 (tushuntirish yig'ilishining muhimligini yana bir bor his qildim.)
第３課 私の目標,調べる,しらべる,shiraberu,"tekshirmoq, o'rganib chiqmoq",examine,毎日しっかりと調べるように努力しています。 (Har kuni astoydil tekshirmoqga intilaman.)
第３課 私の目標,貯金・する,ちょきん・する,chokin-suru,pul jamg'armoq,save up money,計画通りに貯金を行いました。 (Rejaga muvofiq pul jamg'armoqni amalga oshirdik.)
第３課 私の目標,迷う,まよう,mayou,"ikkilanmoq, adashmoq","waver, hesitate",毎日しっかりと迷うように努力しています。 (Har kuni astoydil ikkilanmoqga intilaman.)
第３課 私の目標,通学・する,つうがく・する,tsuugaku-suru,maktabga/universitetga qatnamoq,commute to school,通学の場所を地図で調べました。 (maktabga/universitetga qatnamoqning manzilini xaritadan qidirdim.)
第３課 私の目標,通訳,つうやく,tsuuyaku,og'zaki tarjimonlik,interpreting,通訳の大切さを改めて実感しました。 (og'zaki tarjimonlikning muhimligini yana bir bor his qildim.)
第３課 私の目標,進学・する,しんがく・する,shingaku-suru,o'qishni davom ettirmoq (keyingi bosqichga),proceed to higher education,計画通りに進学を行いました。 (Rejaga muvofiq o'qishni davom ettirmoqni amalga oshirdik.)
第３課 私の目標,選ぶ,えらぶ,erabu,tanlamoq,"select, choose",毎日しっかりと選ぶように努力しています。 (Har kuni astoydil tanlamoqga intilaman.)
第３課 私の目標,開く,ひらく,hiraku,ochmoq,open,毎日しっかりと開くように努力しています。 (Har kuni astoydil ochmoqga intilaman.)
第３課 私の目標,間違い,まちがい,machigai,"xato, yanglishish",mistake,"とても間違いので、気をつけてください。 (Juda xato bo'lgani uchun, ehtiyot bo'ling.)"
第３課 私の目標,頑張る,がんばる,ganbaru,astoydil harakat qilmoq,do one's best,毎日しっかりと頑張るように努力しています。 (Har kuni astoydil astoydil harakat qilmoqga intilaman.)
第３課 私の目標,願書,がんしょ,gansho,ariza (hujjat),application,願書の大切さを改めて実感しました。 (arizaning muhimligini yana bir bor his qildim.)
第３課 私の目標,～中（例：今日中）,～じゅう（れい：きょうじゅう,~juurei：kyoujuu,davomida (masalan: bugun ichida),during (a period) (example: during today),今日中を確認しました。 (今日中ni tekshirib tasdiqladim.)
第３課 私の目標,～料（例：授業料）,～りょう（れい：じゅぎょうりょう,~ryourei：jugyouryou,"to'lov, tarif (masalan: o'qish to'lovi)","charges, fees (example: tuition)",授業料を確認しました。 (授業料ni tekshirib tasdiqladim.)
第４課 住んでいる町で,かかる,かかる,kakaru,"(vaqt/pul) ketmoq, sarflanmoq",take,毎日しっかりとかかるように努力しています。 (Har kuni astoydil ga intilaman.)
第４課 住んでいる町で,たこ焼き,たこやき,takoyaki,takoyaki (sakkizoyoqli yumaloq yapon taomi),takoyaki (fried octopus dumpling balls),新鮮なたこ焼きを美味しくいただきました。 (Yangi takoyakini mazza qilib tanovul qildik.)
第４課 住んでいる町で,てんぷら,てんぷら,tenpura,tempura (xamirga o'ralgan qovurilgan sabzavot/baliq),tempura (battered and deep-fried vegetables and seafood),新鮮なてんぷらを美味しくいただきました。 (Yangi tempurani mazza qilib tanovul qildik.)
第４課 住んでいる町で,におい,におい,nioi,hid,smell,"とてもにおいので、気をつけてください。 (Juda hid bo'lgani uchun, ehtiyot bo'ling.)"
第４課 住んでいる町で,カット・する,カット・する,katto-suru,kesmoq (soch),cut,計画通りにカットを行いました。 (Rejaga muvofiq kesmoqni amalga oshirdik.)
第４課 住んでいる町で,センター,センター,sentaa,markaz,center,センターの場所を地図で調べました。 (markazning manzilini xaritadan qidirdim.)
第４課 住んでいる町で,タオル,タオル,taoru,sochiq,towel,タオルの大切さを改めて実感しました。 (sochiqning muhimligini yana bir bor his qildim.)
第４課 住んでいる町で,タコ,タコ,tako,sakkizoyoq,octopus,タコの大切さを改めて実感しました。 (sakkizoyoqning muhimligini yana bir bor his qildim.)
第４課 住んでいる町で,バスが出る。,バスがでる。,basugaderu,Avtobus qatnaydi.,(They) run a bus service.,バスが出る。 (Avtobus qatnaydi.)
第４課 住んでいる町で,メートル,メートル,meetoru,metr,meter (units of measurement),メートルの大切さを改めて実感しました。 (metrning muhimligini yana bir bor his qildim.)
第４課 住んでいる町で,三味線,しゃみせん,shamisen',shamisen (uch torli yapon musiqa asbobi),(three-stringed Japanese musical instrument),三味線の大切さを改めて実感しました。 (shamisenning muhimligini yana bir bor his qildim.)
第４課 住んでいる町で,上る,のぼる,noboru,yuqoriga chiqmoq,Shinjuku) move upward,毎日しっかりと上るように努力しています。 (Har kuni astoydil yuqoriga chiqmoqga intilaman.)
第４課 住んでいる町で,下りる,おりる,oriru,pastga tushmoq,move downward,毎日しっかりと下りるように努力しています。 (Har kuni astoydil pastga tushmoqga intilaman.)
第４課 住んでいる町で,不動産,ふどうさん,fudousan',ko'chmas mulk,real estate,不動産の大切さを改めて実感しました。 (ko'chmas mulkning muhimligini yana bir bor his qildim.)
第４課 住んでいる町で,中学校,ちゅうがっこう,chuugakkou,o'rta maktab,"middle school, junior high school",中学校の場所を地図で調べました。 (o'rta maktabning manzilini xaritadan qidirdim.)
第４課 住んでいる町で,丸い,まるい,marui,yumaloq,round,"とても丸いので、気をつけてください。 (Juda yumaloq bo'lgani uchun, ehtiyot bo'ling.)"
第４課 住んでいる町で,交流会,こうりゅうかい,kouryuukai,o'zaro tanishuv uchrashuvi,(cultural) exchange meeting,交流会の大切さを改めて実感しました。 (o'zaro tanishuv uchrashuvining muhimligini yana bir bor his qildim.)
第４課 住んでいる町で,似る,にる,niru,o'xshamoq,be similar to,毎日しっかりと似るように努力しています。 (Har kuni astoydil o'xshamoqga intilaman.)
第４課 住んでいる町で,修理・する,しゅうり・する,shuuri-suru,ta'mirlamoq,repair,計画通りに修理を行いました。 (Rejaga muvofiq ta'mirlamoqni amalga oshirdik.)
第４課 住んでいる町で,出る,でる,deru,"ishga tushmoq, chiqmoq",operate,毎日しっかりと出るように努力しています。 (Har kuni astoydil ishga tushmoqga intilaman.)
第４課 住んでいる町で,利用・する,りよう・する,riyou-suru,foydalanmoq,use,計画通りに利用を行いました。 (Rejaga muvofiq foydalanmoqni amalga oshirdik.)
第４課 住んでいる町で,味,あじ,aji,"ta'm, maza","taste, flavor",味の大切さを改めて実感しました。 (ta'mning muhimligini yana bir bor his qildim.)
第４課 住んでいる町で,坂,さか,saka,"qiyalik, tepalik","hill, slope",坂の大切さを改めて実感しました。 (qiyalikning muhimligini yana bir bor his qildim.)
第４課 住んでいる町で,場,じょう,jou,"joy, maydon",(example: soccer field),場の場所を地図で調べました。 (joyning manzilini xaritadan qidirdim.)
第４課 住んでいる町で,大使館,たいしかん,taishikan',elchixona,embassy,ビザの申請で大使館へ行きました。 (Viza arizasi uchun elchixonaga bordim.)
第４課 住んでいる町で,小さな,ちいさな,chiisana,kichkina,small,小さなの大切さを改めて実感しました。 (kichkinaning muhimligini yana bir bor his qildim.)
第４課 住んでいる町で,小学校,しょうがっこう,shougakkou,boshlang'ich maktab,elementary school,小学校の場所を地図で調べました。 (boshlang'ich maktabning manzilini xaritadan qidirdim.)
第４課 住んでいる町で,市役所,しやくしょ,shiyakusho,shahar hokimiyati,city hall,市役所に行って住民票を取りました。 (Shahar hokimiyatiga borib ma'lumotnoma oldim.)
第４課 住んでいる町で,市民,しみん,shimin',shahar fuqarosi,citizen s hamisen,多くの市民が祭りに参加しました。 (Ko'plab shahar fuqarolari bayramda qatnashdi.)
第４課 住んでいる町で,必要（な）,ひつよう（な）,hitsuyouna,"kerak, zarur","needed, necessary",この方法はとても必要だと思います。 (Bu usul juda kerak deb hisoblayman.)
第４課 住んでいる町で,情報,じょうほう,jouhou,"ma'lumot, axborot",information,情報の大切さを改めて実感しました。 (ma'lumotning muhimligini yana bir bor his qildim.)
第４課 住んでいる町で,次,つぎ,tsugi,keyingi,next,次の大切さを改めて実感しました。 (keyingining muhimligini yana bir bor his qildim.)
第４課 住んでいる町で,止まる,とまる,tomaru,to'xtamoq,stop,毎日しっかりと止まるように努力しています。 (Har kuni astoydil to'xtamoqga intilaman.)
第４課 住んでいる町で,歯科,しか,shika,stomatologiya,dentist,歯科の大切さを改めて実感しました。 (stomatologiyaning muhimligini yana bir bor his qildim.)
第４課 住んでいる町で,水が止まる。,みずがとまる。,mizugatomaru,Suv to'xtaydi.,the water has stopped running,水が止まる。 (Suv to'xtaydi.)
